LOCAL 2024-02-12 15:35:44 INFO  Worker:18 - Worker started
LOCAL 2024-02-12 15:35:54 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:54 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:54 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1LO6KREH0DO7C::Candy fresh & well packaged.  Recommend for purchase!::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:54 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:55 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:55 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:55 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RYCEFJV10K560::What can I say - yum!Used this for a candy bar item at a birthday party.  Was a big hit.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:55 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:55 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:55 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:55 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RLQ519QM2GOKN::These were a hit with my students!::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:56 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:56 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:56 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:56 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RYCEFJV10K560::What can I say - yum!Used this for a candy bar item at a birthday party.  Was a big hit.::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:56 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:56 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:56 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:56 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R2NYJVKFJ4NKU5::I love gummy bears so this was a great buy!::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:57 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:57 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:57 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:57 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1WBH7GJ6ZQN0H::My grandson loved them::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:57 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:57 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:57 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:57 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RQK3XWZASMVG1::WOW, a lot of gummi bears, but definitely worth it.  Saved $$::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:58 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:58 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:58 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:58 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3FZ9XKPAJHGWK::❤️  all time classic gummy candy!  And loved it was an "add on" which enticed me to buy even more!::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:58 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:58 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:58 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:35:59 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RBPE2D2FFF5ZU::We love these!::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:35:59 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:35:59 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:35:59 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:00 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3KNE6FOKATP4E::Accept no imitation as this is the gold standard in gummy bears.  You will be hooked and you will not put down this bag.  Also delicious frozen, or so I hear.  You have been warned.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:00 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:00 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:00 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:00 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3D8CF7GI13EME::Great price taste good::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:01 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:01 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:01 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:01 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R225MLQF383IP9::Favorite among ALL::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:01 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:01 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:01 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:01 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R225MLQF383IP9::Favorite among ALL::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:02 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:02 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:02 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:02 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R17DL6RPR3AWZR::I'm absolutely convinced the reviews are better than the product.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:02 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:02 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:02 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:02 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3KNE6FOKATP4E::Accept no imitation as this is the gold standard in gummy bears.  You will be hooked and you will not put down this bag.  Also delicious frozen, or so I hear.  You have been warned.::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:03 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:03 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:03 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:03 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1WBH7GJ6ZQN0H::My grandson loved them::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:04 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:04 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:04 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:04 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R2XG6L81KSWNXG::Best gummy bears.  Good seller.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:04 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:04 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:04 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:04 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R32NA4WE4RRV7O::I grew up with gummy candies.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:05 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:05 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:05 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:05 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1SA1U9TKOD2E2::tasty::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:05 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:05 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:05 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:05 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3GCQ5GE7CGFVG::I was under the impression these were the sugar free ones. I gave these to my neighbor thinking he would become fused to the toilet but instead, he keeps wanting to hang out and thinks we're friends.we're not friends, steve. nobody likes you.::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:06 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:06 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:06 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:06 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3P2J84U84FPPC::more than met my expectations. I will certainly order more!::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:06 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:06 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:06 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:06 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RYYBXOLNVCSAA::Yummy!::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:06 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:07 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:07 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:07 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R34HMSN4RMOSXX::I do love my gummy bears and these are the absolute best.  The price is excellent and they were delivered in 90+ degree heat with no melting (always an issue with the gummies)  I break these into smaller packs so they don't get stale and it works wonderfully.::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:07 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:07 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:07 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:08 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1L97WS57EGN33::great snacks and fair price::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:08 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:08 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:08 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:08 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RZ863ZL7WLRB6::Too many for just one person. Good for families.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:09 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:09 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:09 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:09 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RQK3XWZASMVG1::WOW, a lot of gummi bears, but definitely worth it.  Saved $$::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:09 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:09 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:09 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:09 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R3D8CF7GI13EME::Great price taste good::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:10 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:10 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:10 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:10 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::RLQ519QM2GOKN::These were a hit with my students!::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:10 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:10 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:10 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:10 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R17DL6RPR3AWZR::I'm absolutely convinced the reviews are better than the product.::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:10 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:11 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:11 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:11 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1M9SJWVZ9I39O::Both my son and me love gummy bears -- just the original golden bears. We are glad to find this package. It is authentic. We actually aliqoute the whole bag into several packages so it would last longer.::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:11 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:11 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:11 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:11 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1LKVHVCF9WG2D::Shares them @ work and they disappear so quickly ;)::sentimentAnalysis for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:12 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:12 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:12 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
LOCAL 2024-02-12 15:36:12 INFO  Worker:60 - Received task: aa96c5c9c8a6a59c::0::R1LKVHVCF9WG2D::Shares them @ work and they disappear so quickly ;)::entityRecognition for localAppId aa96c5c9c8a6a59c for inputIndex 0
LOCAL 2024-02-12 15:36:12 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 15:36:12 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/managerToWorkerQueue
LOCAL 2024-02-12 15:36:12 INFO  Worker:30 - Polling tasks from managerToWorkerQueue
